timestamp_utc,exchange,symbol,best_bid,best_ask,spread,spread_bps,top_depth,trade_count_100,buy_trades_100,sell_trades_100,ticker_last,ticker_volume,percentage_change,provider_data_hash
2026-05-25T09:56:48.522492+00:00,gateio,ETH/USDT,2117.77,2117.78,0.010000000000218279,0.04721937,6.082800000000001,100,30,70,2117.78,98311.8258,-0.23,8f05d1b3d72bc07f2c53533d7c3604f075d2bc515e255b012a8bb51792db4e71
2026-05-25T09:56:51.320090+00:00,gateio,SOL/USDT,85.96,85.97,0.010000000000005116,1.16326412,86.176,100,44,56,85.96,848544.266,-0.68,48281d94561d77e925aa85cf2554879adb9aebf95371ef8999336f4888c00472
2026-05-25T09:56:52.494285+00:00,gateio,BNB/USDT,661.7,661.8,0.09999999999990905,1.51114469,15.049,100,51,49,661.8,14449.51,0.33,ea042cd840c3092b1f486982dcac556ae0511dde6d3d661009baa83558131bdb
2026-05-25T09:56:53.816676+00:00,gateio,XRP/USDT,1.361,1.362,0.001000000000000112,7.34484025,21257.139,100,41,59,1.362,11228352.539,-0.14,c4adcec5292115afe28182a500b67a797f98963b1cfe68215cb3e3081757f032
2026-05-25T09:56:55.008183+00:00,gateio,DOGE/USDT,0.10273,0.10274,9.999999999996123e-06,0.97337811,34506.29,100,80,20,0.10275,227748928.89,-0.49,5f19f6e81e23f92abac7d396bea3ebbf38b6cc111d53b6ed54c401d28e1dcc98
2026-05-25T09:56:56.183226+00:00,gateio,ADA/USDT,0.2451,0.2452,9.999999999998899e-05,4.07913522,7361.03,100,46,54,0.2452,27528171.9,-0.28,d9925bdfd05d3d0fe0152f73ca2f7943bca12cecb430f0aa3c57c5b732095939
2026-05-25T09:56:57.455485+00:00,gateio,AVAX/USDT,9.374,9.376,0.0019999999999988916,2.13333333,25.159,100,54,46,9.374,17571.252,0.16,3c2965970768cbffa3c6b34bde6a83fda322fe140fef9a342699d4c337230f2f
2026-05-25T09:56:58.662190+00:00,gateio,LINK/USDT,9.535,9.536,0.0009999999999994458,1.04871271,46.78,100,45,55,9.535,375462.15,-0.89,cb657a1d6f893ee11efaf4d27ae3013723fd5ec29e0b2a2ee0d62a83ebeb5c80
2026-05-25T09:56:59.937441+00:00,gateio,TON/USDT,1.7976,1.7983,0.0006999999999999229,3.89332295,108.28,100,33,67,1.7974,4115127.05,0.74,f8ac3882ad738046047f4030b72592fc73cec7e33c3b7278ab3c796b8928f7ea
2026-05-25T09:57:27.810436+00:00,gateio,BTC/USDT,77618.5,77618.6,0.10000000000582077,0.01288352,0.253881,100,43,57,77618.5,5033.68088,0.81,c2d09758f5cd7d756e0c7d58aa060b14b04d2f833fa00d137538cbae984bd02e
2026-05-25T09:57:28.950042+00:00,gateio,ETH/USDT,2117.59,2117.6,0.009999999999763531,0.04722338,4.2762,100,28,72,2117.59,98315.9625,-0.24,adcaddbeb9846f518d151f83dfaa0262d4910627cf2b6f0906b88f07ddc8a4ea
2026-05-25T09:57:30.240139+00:00,gateio,SOL/USDT,85.95,85.96,0.009999999999990905,1.16339945,63.297000000000004,100,47,53,85.96,848552.061,-0.7,fd7179656c38ef30bc96837025998db464a6f35cad05ecedbdcf581a58b85868
2026-05-25T09:57:31.446166+00:00,gateio,BNB/USDT,661.7,661.8,0.09999999999990905,1.51114469,11.684999999999999,100,53,47,661.7,14454.271,0.3,4166628c8efc75027e3f9a53d090e255f3077958d1961342edd131a92c66086f
2026-05-25T09:57:32.561310+00:00,gateio,XRP/USDT,1.361,1.362,0.001000000000000112,7.34484025,20649.803,100,41,59,1.361,11230194.771,-0.29,94dbbae5406d1ec7aa3692b6481ffa3a5998965dbd7e3999b200f1d547164c74
2026-05-25T09:57:33.677702+00:00,gateio,DOGE/USDT,0.10275,0.10276,1.0000000000010001e-05,0.97318865,21515.19,100,56,44,0.10276,227800809.6,-0.48,194041a7aad59998a7879a874406459caa9e66e9c1e8dcb98c484fc2194e82f3
2026-05-25T09:57:34.805814+00:00,gateio,ADA/USDT,0.2451,0.2452,9.999999999998899e-05,4.07913522,14660.07,100,48,52,0.2452,27528149.42,-0.32,19086895d41bc7c2f89991f4821fa6d02058ebf0e051b29ad517810d57bc5974
2026-05-25T09:57:36.079485+00:00,gateio,AVAX/USDT,9.372,9.374,0.002000000000000668,2.13378854,42.813,100,54,46,9.374,17571.252,0.16,68dbaefa5073b2ec4b32b9593de79bf4ceda3aad70a3b972f8f5333bd020e391
2026-05-25T09:57:37.357741+00:00,gateio,LINK/USDT,9.533,9.535,0.002000000000000668,2.0977554,47.010000000000005,100,40,60,9.534,375744.21,-0.89,839079d45772946c1f7ccfd8adf4447c4c477c704e83f027da52b0586332ca8c
2026-05-25T09:57:38.598213+00:00,gateio,TON/USDT,1.7981,1.7989,0.0007999999999999119,4.44815124,166.35999999999999,100,37,63,1.7989,4114280.19,0.81,8699ded9dca630b24ba015e0b0d56a2ebe5fbd309ddd82e236c14273f7e1fd2a
2026-05-25T09:58:09.622289+00:00,gateio,BTC/USDT,77619.6,77619.7,0.09999999999126885,0.01288334,0.528954,100,46,54,77619.6,5033.070873,0.77,a3048fed91d9ba47e1b88a07db9c5df621ea16894a9bb03abf554dbd3a701e7e
2026-05-25T09:58:10.895436+00:00,gateio,ETH/USDT,2117.29,2117.3,0.010000000000218279,0.04723007,15.8503,100,25,75,2117.29,98316.7562,-0.27,30dd8eca79e244a78153fbe024ea8ccc036b46a6a19655e9bd27336dbcc94723
2026-05-25T09:58:12.164138+00:00,gateio,SOL/USDT,85.93,85.94,0.009999999999990905,1.16367022,128.737,100,47,53,85.94,848523.925,-0.73,5c31b372f5a0e9bcbdd011e4574272ac0d60757514b8785a6abd2194777f3d90
2026-05-25T09:58:13.264161+00:00,gateio,BNB/USDT,661.7,661.8,0.09999999999990905,1.51114469,10.059,100,50,50,661.7,14451.138,0.28,79802aea13eff9fdfe9e1d4fd69414524ccbb5cbcce8eb491570a81464ecd331
2026-05-25T09:58:14.466660+00:00,gateio,XRP/USDT,1.361,1.362,0.001000000000000112,7.34484025,20654.995,100,41,59,1.361,11229570.899,-0.29,6baf216234758ed01f06c3794815bd934a3f620674fa906624f8d61243acac8a
2026-05-25T09:58:15.541919+00:00,gateio,DOGE/USDT,0.10276,0.10277,9.999999999996123e-06,0.97309395,31391.25,100,55,45,0.10276,227878866.01,-0.48,6a440528631bbda7808de0c00b2856828168d57818517e79f4ef9991f71bf144
2026-05-25T09:58:16.661676+00:00,gateio,ADA/USDT,0.245,0.2451,0.00010000000000001674,4.08079984,20060.61,100,51,49,0.245,27528478.95,-0.36,dad68752d66962e8cf211df8d1eb1825a7c3ef27c73144760974f1ca34390307
2026-05-25T09:58:17.984530+00:00,gateio,AVAX/USDT,9.371,9.373,0.0019999999999988916,2.13401622,57.385000000000005,100,53,47,9.372,17566.448,0.22,39f9eaae6836e4d47dd77dd551430e30029a687005fcfaedab6c8ca82e3cc794
2026-05-25T09:58:19.771581+00:00,gateio,LINK/USDT,9.532,9.533,0.0009999999999994458,1.04904275,91.85000000000001,100,38,62,9.533,375825.65,-0.89,fe3c9b02daeadeabb390e6d931ed39b45172711c0ab0db775d07f260b8b8d15f
2026-05-25T09:58:21.004321+00:00,gateio,TON/USDT,1.7989,1.7994,0.000500000000000167,2.77909013,100.78999999999999,100,39,61,1.7989,4113360.98,0.85,d97680ed2784a1548f8ed571c8caede27760d6cb4ad7b18d483d62535910bb70
2026-05-25T09:58:52.182692+00:00,gateio,BTC/USDT,77627.2,77627.3,0.10000000000582077,0.01288207,0.521807,100,66,34,77627.3,5034.517349,0.79,d97658aafe574d38da347ab1577c04d711bbf55284ac3bca8db060bcf18593ec
2026-05-25T09:58:53.726617+00:00,gateio,ETH/USDT,2117.43,2117.44,0.010000000000218279,0.04722695,6.4807,100,42,58,2117.43,98333.8888,-0.27,bedd07f504894861196a0885796e8a161664f92570ae21d209d4fb1890bba59c
2026-05-25T09:58:54.867697+00:00,gateio,SOL/USDT,85.94,85.95,0.010000000000005116,1.16353482,114.612,100,51,49,85.94,848622.757,-0.7,01711e98af88c2274dbfe52f5ba7fde397d396c42602b13ecd3a97da109df82f
2026-05-25T09:58:56.221129+00:00,gateio,BNB/USDT,661.7,661.8,0.09999999999990905,1.51114469,10.103,100,48,52,661.8,14448.954,0.31,19876d79cd9636ce1f6656bd7852c91c123f4e612cb97a722aa6d7e4370799c9
2026-05-25T09:58:57.508886+00:00,gateio,XRP/USDT,1.361,1.362,0.001000000000000112,7.34484025,18847.124,100,41,59,1.361,11228814.175,-0.29,f6a6c23303377cf812f127789fa1fc2da22a0d639481f713311034944a36b7c1
2026-05-25T09:58:58.748421+00:00,gateio,DOGE/USDT,0.10277,0.10278,9.999999999996123e-06,0.97299927,19715.910000000003,100,52,48,0.10278,227874194.54,-0.46,3bf7a1e87b03ba2e9f51b8843d0ef07cf88ae7a2fdeef635641b889d4c985809
2026-05-25T09:59:00.187114+00:00,gateio,ADA/USDT,0.245,0.2451,0.00010000000000001674,4.08079984,35238.36,100,53,47,0.2451,27531289.32,-0.28,cc435b96c8d112c9a6dc5d511b3fbc086dbabb468b3d979f14942e6f0cc2d035
2026-05-25T09:59:01.663664+00:00,gateio,AVAX/USDT,9.374,9.375,0.0009999999999994458,1.06672356,23.586,100,53,47,9.373,17582.448,0.23,4946a6f78ff4eda186c74c81c03f75511a64dfdf01db6ea8df9c7b7a773cfee0
2026-05-25T09:59:02.782275+00:00,gateio,LINK/USDT,9.536,9.537,0.0010000000000012221,1.04860274,62.45,100,36,64,9.535,375974.74,-0.86,d8e9982a281834b62072d90f0aaf4ca4cd68bece30fa794de4dce9ab980e4b67
2026-05-25T09:59:05.464464+00:00,gateio,TON/USDT,1.7994,1.8002,0.0007999999999999119,4.44493833,119.69999999999999,100,41,59,1.7993,4112696.18,0.88,5c4f612bc814c6ff84ad904ccfae95ef6965ed9a9f4f6c9498457f664f7089bb
2026-05-25T09:59:36.422537+00:00,gateio,BTC/USDT,77609.8,77609.9,0.09999999999126885,0.01288496,0.72709,100,46,54,77609.8,5034.552097,0.76,0e2cd92c03f770772485d0ebf1ddb4855bc783f33bc386211f047dc6387c9da9
2026-05-25T09:59:39.006518+00:00,gateio,ETH/USDT,2117.3,2117.31,0.009999999999763531,0.04722985,10.7258,100,28,72,2117.31,98367.0669,-0.28,46a7f557ce21a488c654147f3c2002b27bed331e0cabd00d99519621e2f39ee8
2026-05-25T09:59:40.238561+00:00,gateio,SOL/USDT,85.95,85.96,0.009999999999990905,1.16339945,82.541,100,62,38,85.95,848717.211,-0.7,9014f4fe3fbd078dde98c0a4ff64e833a1699d9638b5b3dda50d5d2d8649c46a
2026-05-25T09:59:41.333720+00:00,gateio,BNB/USDT,661.5,661.6,0.10000000000002274,1.51160154,12.748000000000001,100,45,55,661.5,14455.532,0.27,4e7e99d7b3730495bd35dea9ce060eecfdfa4f7a537c650518818d5298cf8184
2026-05-25T09:59:42.602107+00:00,gateio,XRP/USDT,1.361,1.362,0.001000000000000112,7.34484025,17570.141,100,60,40,1.361,11239155.383,-0.29,5de72ecbe7c3cb141d30fc740d746ed45488cd9bc341d0ddbbde8e0f70441625
2026-05-25T09:59:44.263302+00:00,gateio,DOGE/USDT,0.10271,0.10272,1.0000000000010001e-05,0.97356764,1638.98,100,35,65,0.10274,228045268.27,-0.52,f41d71f64a3191ab5aa9cfe510224bd06af91b57c7cd66f46b710b8da40e89eb
2026-05-25T09:59:45.420308+00:00,gateio,ADA/USDT,0.2449,0.245,9.999999999998899e-05,4.08246581,7819.24,100,52,48,0.245,27530582.36,-0.36,ab5bd42b868eb5e12d4534c11ca63210023e576df35c3c2be0ecffb01d5f9e70
2026-05-25T09:59:46.492947+00:00,gateio,AVAX/USDT,9.374,9.376,0.0019999999999988916,2.13333333,44.925,100,53,47,9.373,17582.448,0.23,55e13fc1048997747fa26ca6cbbf1f767e18aaee3ac37bc951dbc9f9025df2ad
2026-05-25T09:59:47.621851+00:00,gateio,LINK/USDT,9.534,9.535,0.0009999999999994458,1.0488227,20.65,100,38,62,9.534,376063.05,-0.86,1640fe03e8d0d9b0649f643f5883597be7ff2e5f04fd0ab73a22599933a92736
2026-05-25T09:59:48.753324+00:00,gateio,TON/USDT,1.801,1.8017,0.000700000000000145,3.88597441,113.89,100,39,61,1.8006,4111271.47,0.94,0188556b9801123c5f3d74cc4ce346f60cd784c4e710e4a566628e5c5c9b1821
2026-05-25T10:00:19.066097+00:00,gateio,BTC/USDT,77608.2,77608.3,0.10000000000582077,0.01288523,0.9364950000000001,100,38,62,77608.2,5033.683141,0.78,7e2eefa42db985188fa3fb9e4416adb1f4bdb2328a3ae2989750827c36fea7ee
2026-05-25T10:00:20.267894+00:00,gateio,ETH/USDT,2116.85,2116.86,0.010000000000218279,0.04723989,4.0331,100,14,86,2116.86,98369.3866,-0.28,0273ce34a5181121f669e38a611ed84178963ac0face50afed241eab394ab1d1
2026-05-25T10:00:21.843139+00:00,gateio,SOL/USDT,85.95,85.96,0.009999999999990905,1.16339945,72.259,100,64,36,85.96,848501.378,-0.64,15877e2037f52f29324c6aa36548e2d88e9930a54e5c6dfb96b9256f32b5687f
2026-05-25T10:00:23.251011+00:00,gateio,BNB/USDT,661.5,661.6,0.10000000000002274,1.51160154,10.552999999999999,100,45,55,661.5,14455.769,0.27,663036c64db407cdc163f0d0b16cf5f5845cb0f32935e34c0500ba4533293061
2026-05-25T10:00:24.566725+00:00,gateio,XRP/USDT,1.361,1.362,0.001000000000000112,7.34484025,17846.136,100,52,48,1.362,11251193.552,-0.14,16073c5a0513ebcfd11bba0fabac49a417daa2ad2acac48812f03b86583c5901
2026-05-25T10:00:25.896207+00:00,gateio,DOGE/USDT,0.1027,0.10271,9.999999999996123e-06,0.97366243,33399.82,100,32,68,0.10271,228146605.91,-0.5,92478272f5a825c9d0710c1cfcd9154451e6476d86b04ba26b59590c95cb4a3b
2026-05-25T10:00:27.083416+00:00,gateio,ADA/USDT,0.2449,0.2451,0.00020000000000000573,8.16326531,25005.79,100,60,40,0.2451,27531114.93,-0.28,bcc297b8c220bd8cb9349afe1b2c5224afc5006926f1a17f40d00472ba768f04
2026-05-25T10:00:28.184337+00:00,gateio,AVAX/USDT,9.374,9.376,0.0019999999999988916,2.13333333,41.766,100,53,47,9.373,17582.448,0.23,ce56844c2ca835e6e73a76f8554420919dd3b6fdce569c96149d8843a866a564
2026-05-25T10:00:29.871606+00:00,gateio,LINK/USDT,9.533,9.534,0.0010000000000012221,1.04893271,48.77,100,42,58,9.533,376270.86,-0.82,655e041c4d5e1f9a207cc98a6824c20724926c59f8d200d2accf95599ef4123d
2026-05-25T10:00:31.102055+00:00,gateio,TON/USDT,1.802,1.8025,0.0004999999999999449,2.77430989,69.11,100,38,62,1.802,4110806.68,1.15,6604d3a3cd4cf056c955881d9b17bd09d53657cffc283713d576388c653f93f7
2026-05-25T10:01:04.118223+00:00,gateio,BTC/USDT,77611.9,77612.0,0.10000000000582077,0.01288461,0.32850599999999996,100,56,44,77612.0,5034.521773,0.89,1f49d66d808c13ac08bdd7d1f90c65f6efb61d3cf7e1dfcda88bcb2251510ed3
2026-05-25T10:01:05.576623+00:00,gateio,ETH/USDT,2117.14,2117.15,0.010000000000218279,0.04723342,3.5569,100,25,75,2117.23,98256.899,-0.16,3944833048bf1575e815ffe108e7a912a65d71515f7ca1c34597a146466f16ee
2026-05-25T10:01:06.687447+00:00,gateio,SOL/USDT,85.96,85.97,0.010000000000005116,1.16326412,96.09,100,60,40,85.95,848194.631,-0.55,d7f5d687c28ab23a2fc064699cf06d15bb5676b2789c1f7809dd6c0fde891bbd
2026-05-25T10:01:07.781892+00:00,gateio,BNB/USDT,661.5,661.6,0.10000000000002274,1.51160154,9.553,100,35,65,661.5,14461.124,0.36,c1237a2afe613fe5410772c544a361eb2975e0e88bdfafbdcc8e31518232c1d5
2026-05-25T10:01:08.868507+00:00,gateio,XRP/USDT,1.361,1.362,0.001000000000000112,7.34484025,17499.487999999998,100,53,47,1.361,11258752.496,-0.14,305acfa5b327ae4b96ccd4743638a46ece46b93fed3b8094c756827674381dca
2026-05-25T10:01:10.013950+00:00,gateio,DOGE/USDT,0.10272,0.10273,9.999999999996123e-06,0.97347286,3261.21,100,27,73,0.10272,228362481.03,-0.39,9173d57266f5483531d5c31620e7aef353a1006fd496d1658838e39f463c00c0
2026-05-25T10:01:11.138507+00:00,gateio,ADA/USDT,0.245,0.2451,0.00010000000000001674,4.08079984,14065.98,100,64,36,0.2451,27540609.0,-0.24,c3243781c327d7635842ac48dde4f646a462371ca59dcbfb91a76362cee66e50
2026-05-25T10:01:12.867561+00:00,gateio,AVAX/USDT,9.377,9.379,0.0019999999999988916,2.13265089,65.22999999999999,100,53,47,9.373,17555.191,0.31,5623f2b080f6b091e5a8451865affb4bf555437f962db24380c40659ebd85106
2026-05-25T10:01:13.945492+00:00,gateio,LINK/USDT,9.538,9.54,0.0019999999999988916,2.09665583,78.23,100,42,58,9.538,375965.19,-0.58,b8172e0566df3125b17a292be3f7d0bebfda0e658721f049629c8eafbb9d997b
2026-05-25T10:01:16.325909+00:00,gateio,TON/USDT,1.8018,1.8027,0.0008999999999999009,4.9937578,97.5,100,41,59,1.8018,4110677.99,1.36,11cd7e980cefdf18ace27cf4cee8f12d97e5b17377db343ae6ad8552a63b3e26
2026-05-25T10:01:44.020753+00:00,gateio,BTC/USDT,77614.6,77614.7,0.09999999999126885,0.01288417,0.451149,100,66,34,77614.7,5036.341904,0.88,d421c233c99432e718ec3a98c8be7fef64f0d094112f7c158472d455b04f496b
2026-05-25T10:01:45.558202+00:00,gateio,ETH/USDT,2117.22,2117.23,0.010000000000218279,0.04723164,7.3903,100,43,57,2117.23,98247.2424,-0.17,c7327d0fe09b95792b17017f93d4f3e36496b724ab28cef04e9589f34ca28b2f
2026-05-25T10:01:50.160886+00:00,gateio,SOL/USDT,85.96,85.97,0.010000000000005116,1.16326412,85.11500000000001,100,56,44,85.95,848170.724,-0.57,8822283a30e3306d59766905b0d260771260ab9c464fae0b3c6d60d5d6c1f7c0
2026-05-25T10:01:54.440531+00:00,gateio,BNB/USDT,661.5,661.6,0.10000000000002274,1.51160154,13.536000000000001,100,33,67,661.5,14460.671,0.31,ff05502555077d0f03914480d0ccd7d1adf871325270cfc9dde11cfe0e0e722b
2026-05-25T10:02:04.880294+00:00,gateio,XRP/USDT,1.361,1.362,0.001000000000000112,7.34484025,13858.983,100,53,47,1.361,11274340.783,-0.29,3fd6239b070a5b45490b5ce6f4b1745ff62d096cb770e9f4a3130f2933dc6d1a
2026-05-25T10:02:10.357654+00:00,gateio,DOGE/USDT,0.10272,0.10273,9.999999999996123e-06,0.97347286,25266.35,100,31,69,0.10272,228979380.52,-0.48,aadd36346fd356251919a107889dbbcca3f5b96bda59729eec3e2b4e36a8abbe
2026-05-25T10:02:14.398909+00:00,gateio,ADA/USDT,0.245,0.2451,0.00010000000000001674,4.08079984,12556.87,100,65,35,0.245,27550607.06,-0.28,1a47008a32a952e1811185f63fd3d14c23db3c5f16b943e567e9d85beba3f3bd
2026-05-25T10:02:24.605117+00:00,gateio,AVAX/USDT,9.375,9.376,0.0009999999999994458,1.06660978,30.531,100,53,47,9.374,17567.011,0.32,aeb5e27d9f7c8b4502f24fc53bbdb1b0958a5208042305025ecee3a63fb9cff7
2026-05-25T10:08:12.572734+00:00,gateio,BTC/USDT,77605.0,77605.1,0.10000000000582077,0.01288576,0.299922,100,79,21,77605.1,5044.529049,0.8,f98ed0fa3b73748cd4050b60cf363c536bc9390a8d950998dde443b104255c37
2026-05-25T10:08:14.236549+00:00,gateio,ETH/USDT,2117.98,2117.99,0.009999999999763531,0.04721469,11.8119,100,73,27,2117.99,98383.8768,-0.19,0a58a8dbfbe0c70b1c2b9b3beeedbd23fd5c2a4f7c52fe87df99c6689a1c9148
2026-05-25T10:08:16.237178+00:00,gateio,SOL/USDT,85.98,85.99,0.009999999999990905,1.16299355,94.048,100,61,39,85.98,845643.52,-0.5,419f091fb1015326c763eccddbbf41068b234972771c52011535ffe6a15d804f
2026-05-25T10:08:17.483243+00:00,gateio,BNB/USDT,661.7,661.8,0.09999999999990905,1.51114469,10.231,100,46,54,661.7,14391.685,0.33,94f5d0abb4d9ee3c88e63fb48d07ced22f13fbca288e90e2bb021858f4fb272b
2026-05-25T10:08:19.105491+00:00,gateio,XRP/USDT,1.361,1.362,0.001000000000000112,7.34484025,16521.103,100,52,48,1.362,11301326.474,-0.21,7dfb8ba14c88cd1f7029fcbf44c84f3abe4c86f3d2fe5e1d6229a5c4917cfe04
2026-05-25T10:08:20.751976+00:00,gateio,DOGE/USDT,0.10285,0.10286,9.999999999996123e-06,0.97224248,80457.9,100,59,41,0.10285,231512452.88,-0.49,b7c11c3ff35a25308471ce3bd5221223a02e7da442dcdf6dd4ba42f0066c7218
2026-05-25T10:08:22.395758+00:00,gateio,ADA/USDT,0.245,0.2451,0.00010000000000001674,4.08079984,7142.4,100,60,40,0.2451,27625182.25,-0.24,323a8cea2363a6f66e7d95492edefe2c120c27c658d8b2ce6369de66af51ec59
2026-05-25T10:08:23.614866+00:00,gateio,AVAX/USDT,9.383,9.384,0.0010000000000012221,1.06570043,32.760000000000005,100,52,48,9.374,17560.277,0.36,096cf761ee2ec98aacb1802ea81ef8b90823577379288d9ee4285496815dba83
2026-05-25T10:08:25.506576+00:00,gateio,LINK/USDT,9.547,9.548,0.0009999999999994458,1.04739461,639.1999999999999,100,40,60,9.547,374276.09,-0.53,4dbd9c5e08858f55540d3664d64b37bc9558eeea63a4eb4b7e75bd7ed1dc7ffd
2026-05-25T10:08:27.024557+00:00,gateio,TON/USDT,1.8055,1.806,0.0004999999999999449,2.76893258,43.019999999999996,100,45,55,1.8055,4114403.93,1.48,e4ab02e2a71a35e0414583c0b03d6a4ba302ba0dea0c84cc2f68f7fd2a7002df
2026-05-25T10:09:06.445222+00:00,gateio,BTC/USDT,77606.5,77606.6,0.10000000000582077,0.01288551,0.731705,100,64,36,77606.5,5044.805485,0.82,96142e92fbe8697e7d46b6462efad3d3887c8d26107e2373681e4a16049f891b
2026-05-25T10:09:07.855572+00:00,gateio,ETH/USDT,2117.98,2117.99,0.009999999999763531,0.04721469,13.6809,100,75,25,2117.98,98374.8049,-0.17,6de39c94306e6054e906a18a60380c93258968e807ee032f62dc026f5173c40a
2026-05-25T10:09:09.078259+00:00,gateio,SOL/USDT,85.98,85.99,0.009999999999990905,1.16299355,104.94200000000001,100,58,42,85.98,845150.433,-0.49,e58572452e44df20fd80d90423eb2c9952ca11db0610b988c64532079957caf5
