failure_type,block,agent_state,agent_mode,composite_dij,gas_dij,base_fee_dij,lookahead_blocks,note
early_caution_without_clutch,19000168,CAUTION,REDUCE_SIZE,0.873266,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000170,CAUTION,REDUCE_SIZE,0.880653,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000172,CAUTION,REDUCE_SIZE,0.875495,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000174,CAUTION,REDUCE_SIZE,0.878914,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000176,CAUTION,REDUCE_SIZE,0.896698,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000178,CAUTION,REDUCE_SIZE,0.89601,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000180,CAUTION,REDUCE_SIZE,0.89552,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000182,CAUTION,REDUCE_SIZE,0.888762,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000184,EARLY_CAUTION,SELECTIVE_EXECUTE,0.888915,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000186,CAUTION,REDUCE_SIZE,0.886885,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000188,EARLY_CAUTION,SELECTIVE_EXECUTE,0.874989,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000190,CAUTION,REDUCE_SIZE,0.870283,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000192,EARLY_CAUTION,SELECTIVE_EXECUTE,0.865826,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000194,CAUTION,REDUCE_SIZE,0.85223,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000196,CAUTION,REDUCE_SIZE,0.863448,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000198,CAUTION,REDUCE_SIZE,0.861151,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000200,CAUTION,REDUCE_SIZE,0.851991,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000202,CAUTION,REDUCE_SIZE,0.85556,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000204,CAUTION,REDUCE_SIZE,0.850469,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000219,CAUTION,REDUCE_SIZE,0.850064,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000221,CAUTION,REDUCE_SIZE,0.860408,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000223,CAUTION,REDUCE_SIZE,0.873436,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000225,CAUTION,REDUCE_SIZE,0.864812,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000227,CAUTION,REDUCE_SIZE,0.868769,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000229,CAUTION,REDUCE_SIZE,0.880565,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000231,CAUTION,REDUCE_SIZE,0.879558,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000233,CAUTION,REDUCE_SIZE,0.861282,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000235,CAUTION,REDUCE_SIZE,0.864291,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000237,CAUTION,REDUCE_SIZE,0.862155,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000239,CAUTION,REDUCE_SIZE,0.863741,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000253,CAUTION,REDUCE_SIZE,0.851161,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000345,CAUTION,REDUCE_SIZE,0.884725,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000347,CAUTION,REDUCE_SIZE,0.891036,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000349,CAUTION,REDUCE_SIZE,0.893284,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000351,CAUTION,REDUCE_SIZE,0.88993,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000353,CAUTION,REDUCE_SIZE,0.897161,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000355,CAUTION,REDUCE_SIZE,0.908733,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000357,CAUTION,REDUCE_SIZE,0.899516,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000359,CAUTION,REDUCE_SIZE,0.910822,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000361,CAUTION,REDUCE_SIZE,0.905539,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000363,CAUTION,REDUCE_SIZE,0.905944,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000365,CAUTION,REDUCE_SIZE,0.915255,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000367,CAUTION,REDUCE_SIZE,0.926127,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000369,CAUTION,REDUCE_SIZE,0.928702,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000371,CAUTION,REDUCE_SIZE,0.922856,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000373,CAUTION,REDUCE_SIZE,0.931498,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000375,CAUTION,REDUCE_SIZE,0.932269,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000377,CAUTION,REDUCE_SIZE,0.938298,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000379,CAUTION,REDUCE_SIZE,0.946692,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000381,CAUTION,REDUCE_SIZE,0.9456,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000383,CAUTION,REDUCE_SIZE,0.96044,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000385,CAUTION,REDUCE_SIZE,0.968816,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000387,CAUTION,REDUCE_SIZE,0.970541,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000389,CAUTION,REDUCE_SIZE,0.959054,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000391,CAUTION,REDUCE_SIZE,0.959174,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000393,CAUTION,REDUCE_SIZE,0.976535,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000395,CAUTION,REDUCE_SIZE,0.979629,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000397,CAUTION,REDUCE_SIZE,0.981953,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000399,CAUTION,REDUCE_SIZE,0.968594,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000401,CAUTION,REDUCE_SIZE,0.964938,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000403,CAUTION,REDUCE_SIZE,0.954021,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000405,CAUTION,REDUCE_SIZE,0.948006,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000407,CAUTION,REDUCE_SIZE,0.940226,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000409,CAUTION,REDUCE_SIZE,0.950197,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000411,CAUTION,REDUCE_SIZE,0.948527,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000413,CAUTION,REDUCE_SIZE,0.962696,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000415,CAUTION,REDUCE_SIZE,0.969,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000417,CAUTION,REDUCE_SIZE,0.972734,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000419,CAUTION,REDUCE_SIZE,0.97712,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000421,CAUTION,REDUCE_SIZE,0.959264,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,19000422,CAUTION,REDUCE_SIZE,0.951557,0.0,0.0,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24993896,CAUTION,REDUCE_SIZE,0.910072,0.991942,0.87194,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24993901,CAUTION,REDUCE_SIZE,0.901648,1.007497,0.889702,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24993906,CAUTION,REDUCE_SIZE,0.904192,1.020966,0.897661,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24993911,CAUTION,REDUCE_SIZE,0.912397,1.024704,0.918291,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24993916,CAUTION,REDUCE_SIZE,0.896643,0.972355,0.916721,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24993926,CAUTION,REDUCE_SIZE,0.847389,0.866249,0.903315,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24993936,CAUTION,REDUCE_SIZE,0.862286,0.909862,0.860104,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994659,CAUTION,REDUCE_SIZE,0.830643,0.857147,0.553188,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994661,CAUTION,REDUCE_SIZE,0.84021,0.872257,0.547133,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994663,CAUTION,REDUCE_SIZE,0.857276,0.885089,0.552219,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994666,CAUTION,REDUCE_SIZE,0.878932,0.896892,0.549762,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994668,CAUTION,REDUCE_SIZE,0.872511,0.893142,0.563425,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994670,CAUTION,REDUCE_SIZE,0.883963,0.891289,0.561927,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994672,CAUTION,REDUCE_SIZE,0.888728,0.884564,0.561178,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994674,CAUTION,REDUCE_SIZE,0.902862,0.898401,0.560916,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994676,CAUTION,REDUCE_SIZE,0.907713,0.898346,0.573243,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994678,CAUTION,REDUCE_SIZE,0.913226,0.899446,0.577185,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994682,CAUTION,REDUCE_SIZE,0.930943,0.916436,0.587226,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994684,CAUTION,REDUCE_SIZE,0.925416,0.908775,0.600147,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994686,CAUTION,REDUCE_SIZE,0.924341,0.915047,0.613074,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994688,CAUTION,REDUCE_SIZE,0.914125,0.905368,0.613205,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994690,CAUTION,REDUCE_SIZE,0.921863,0.914793,0.626993,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994695,CAUTION,REDUCE_SIZE,0.924749,0.935761,0.648407,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994701,CAUTION,REDUCE_SIZE,0.939331,0.960379,0.670412,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994703,CAUTION,REDUCE_SIZE,0.920247,0.924586,0.670345,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994705,CAUTION,REDUCE_SIZE,0.905398,0.908747,0.665458,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994710,CAUTION,REDUCE_SIZE,0.918832,0.917874,0.672142,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994720,CAUTION,REDUCE_SIZE,0.953579,0.96542,0.700129,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994730,CAUTION,REDUCE_SIZE,0.961418,1.007112,0.693421,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994808,CAUTION,REDUCE_SIZE,0.990189,0.989562,0.840037,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994813,CAUTION,REDUCE_SIZE,0.977653,0.991989,0.853525,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994817,CAUTION,REDUCE_SIZE,0.972032,0.985335,0.852002,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994822,CAUTION,REDUCE_SIZE,0.945803,0.995218,0.867422,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994823,CAUTION,REDUCE_SIZE,0.939817,1.000093,0.866419,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994827,CAUTION,REDUCE_SIZE,0.920126,1.011907,0.871233,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994832,CAUTION,REDUCE_SIZE,0.900754,1.001489,0.875253,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994837,CAUTION,REDUCE_SIZE,0.90897,1.027229,0.863408,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994842,CAUTION,REDUCE_SIZE,0.903153,1.01602,0.869087,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994847,CAUTION,REDUCE_SIZE,0.889256,1.011848,0.874832,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994852,CAUTION,REDUCE_SIZE,0.871263,1.008684,0.885824,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994857,CAUTION,REDUCE_SIZE,0.85425,1.013267,0.907834,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994862,CAUTION,REDUCE_SIZE,0.830121,1.002399,0.905814,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994872,CAUTION,REDUCE_SIZE,0.80982,0.977923,0.895972,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994882,CAUTION,REDUCE_SIZE,0.779006,0.968807,0.952904,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994892,CAUTION,REDUCE_SIZE,0.799541,0.982473,0.988783,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994902,CAUTION,REDUCE_SIZE,0.802809,0.979554,0.943646,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,24994912,CAUTION,REDUCE_SIZE,0.797134,0.953425,0.898984,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25007280,CAUTION,REDUCE_SIZE,0.855625,1.009779,0.807402,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25007282,CAUTION,REDUCE_SIZE,0.851007,1.00605,0.806998,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25007283,CAUTION,REDUCE_SIZE,0.845056,1.004072,0.803318,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25007285,EARLY_CAUTION,SELECTIVE_EXECUTE,0.835233,0.998935,0.798549,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25007287,CAUTION,REDUCE_SIZE,0.8319,1.002219,0.791968,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25007291,CAUTION,REDUCE_SIZE,0.900617,1.11865,0.803871,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25007296,CAUTION,REDUCE_SIZE,0.893982,1.128631,0.807024,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25014644,CAUTION,REDUCE_SIZE,0.990764,1.025614,0.794862,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25014646,CAUTION,REDUCE_SIZE,0.995209,1.027001,0.797383,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25014647,CAUTION,REDUCE_SIZE,0.990679,1.025812,0.803547,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015496,EARLY_CAUTION,SELECTIVE_EXECUTE,0.963906,0.982079,0.847324,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015497,EARLY_CAUTION,SELECTIVE_EXECUTE,0.923377,0.952407,0.849467,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015498,EARLY_CAUTION,SELECTIVE_EXECUTE,0.932681,0.951278,0.853764,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015501,EARLY_CAUTION,SELECTIVE_EXECUTE,0.937499,0.952123,0.863567,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015502,EARLY_CAUTION,SELECTIVE_EXECUTE,0.93995,0.953747,0.862598,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015506,EARLY_CAUTION,SELECTIVE_EXECUTE,0.948505,0.950025,0.853248,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015507,EARLY_CAUTION,SELECTIVE_EXECUTE,0.945224,0.94279,0.861032,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015512,EARLY_CAUTION,SELECTIVE_EXECUTE,0.954928,0.948706,0.856838,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015517,EARLY_CAUTION,SELECTIVE_EXECUTE,0.945465,0.944487,0.844405,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015521,EARLY_CAUTION,SELECTIVE_EXECUTE,0.959593,0.936747,0.833799,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015523,EARLY_CAUTION,SELECTIVE_EXECUTE,0.935555,0.928216,0.841388,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015527,EARLY_CAUTION,SELECTIVE_EXECUTE,0.925912,0.985474,0.832696,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015528,EARLY_CAUTION,SELECTIVE_EXECUTE,0.923332,0.990073,0.829569,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015532,CAUTION,REDUCE_SIZE,0.923817,1.008663,0.841728,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015534,CAUTION,REDUCE_SIZE,0.926909,1.016642,0.850624,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015536,CAUTION,REDUCE_SIZE,0.931074,1.015366,0.853169,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015537,CAUTION,REDUCE_SIZE,0.928388,1.017171,0.863324,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015542,CAUTION,REDUCE_SIZE,0.909212,1.011955,0.858904,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015547,CAUTION,REDUCE_SIZE,0.907187,1.006657,0.872081,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015549,EARLY_CAUTION,SELECTIVE_EXECUTE,0.899655,0.996405,0.869738,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015552,EARLY_CAUTION,SELECTIVE_EXECUTE,0.891377,0.993744,0.880926,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015553,EARLY_CAUTION,SELECTIVE_EXECUTE,0.882262,0.98812,0.872836,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015557,EARLY_CAUTION,SELECTIVE_EXECUTE,0.882962,0.994273,0.872532,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015562,EARLY_CAUTION,SELECTIVE_EXECUTE,0.850902,0.976209,0.864959,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015572,EARLY_CAUTION,SELECTIVE_EXECUTE,0.899108,0.991546,0.860123,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015577,EARLY_CAUTION,SELECTIVE_EXECUTE,0.905385,0.999798,0.855524,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015578,CAUTION,REDUCE_SIZE,0.901701,1.005239,0.863806,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015581,CAUTION,REDUCE_SIZE,0.910279,1.008379,0.861031,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015582,CAUTION,REDUCE_SIZE,0.909342,1.005693,0.860698,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015587,EARLY_CAUTION,SELECTIVE_EXECUTE,0.905223,0.990847,0.829941,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015591,EARLY_CAUTION,SELECTIVE_EXECUTE,0.903668,0.988024,0.830309,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015596,EARLY_CAUTION,SELECTIVE_EXECUTE,0.897842,0.978779,0.813163,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015601,CAUTION,REDUCE_SIZE,0.925829,1.004294,0.80368,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015602,CAUTION,REDUCE_SIZE,0.934494,1.011812,0.811639,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015606,CAUTION,REDUCE_SIZE,0.944722,1.008576,0.807543,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015608,CAUTION,REDUCE_SIZE,0.951662,1.019164,0.822496,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015612,CAUTION,REDUCE_SIZE,0.926829,1.003093,0.813375,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015618,EARLY_CAUTION,SELECTIVE_EXECUTE,0.929903,0.997004,0.79986,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
early_caution_without_clutch,25015622,CAUTION,REDUCE_SIZE,0.94453,1.015936,0.804294,20,Agent shifted cautious but CLUTCH did not materialize within lookahead.
